Age,L,M,S,P01,P1,P3,P5,P10,P15,P25,P50,P75,P85,P90,P95,P97,P99,P999
180,-0.0729,7.265,0.12208,5.007,5.485,5.786,5.952,6.218,6.405,6.692,7.265,7.89,8.25,8.503,8.894,9.158,9.68,10.651
181,-0.0739,7.2772,0.12207,5.016,5.494,5.796,5.962,6.229,6.416,6.704,7.277,7.904,8.264,8.517,8.909,9.173,9.696,10.669
182,-0.0749,7.2894,0.12205,5.025,5.504,5.806,5.972,6.24,6.427,6.715,7.289,7.917,8.277,8.531,8.924,9.189,9.713,10.687
183,-0.0759,7.3016,0.12204,5.034,5.514,5.816,5.983,6.25,6.438,6.726,7.302,7.93,8.291,8.546,8.939,9.204,9.729,10.705
184,-0.0769,7.3136,0.12202,5.043,5.523,5.825,5.993,6.261,6.449,6.738,7.314,7.943,8.305,8.56,8.953,9.219,9.745,10.723
185,-0.0779,7.3256,0.12201,5.052,5.532,5.835,6.003,6.271,6.459,6.749,7.326,7.956,8.318,8.574,8.968,9.234,9.761,10.741
186,-0.0789,7.3376,0.122,5.061,5.542,5.845,6.013,6.282,6.47,6.76,7.338,7.969,8.332,8.588,8.983,9.25,9.777,10.759
187,-0.0799,7.3495,0.12198,5.07,5.551,5.855,6.023,6.292,6.481,6.771,7.35,7.982,8.345,8.602,8.997,9.264,9.793,10.777
188,-0.0808,7.3614,0.12197,5.078,5.561,5.865,6.033,6.302,6.491,6.782,7.361,7.995,8.359,8.615,9.012,9.279,9.809,10.794
189,-0.0818,7.3732,0.12196,5.087,5.57,5.874,6.043,6.313,6.502,6.793,7.373,8.008,8.372,8.629,9.026,9.294,9.825,10.812
190,-0.0828,7.3849,0.12195,5.095,5.579,5.884,6.053,6.323,6.512,6.804,7.385,8.02,8.385,8.643,9.04,9.309,9.841,10.83
191,-0.0837,7.3966,0.12194,5.104,5.588,5.893,6.062,6.333,6.523,6.815,7.397,8.033,8.399,8.657,9.055,9.324,9.856,10.847
192,-0.0847,7.4082,0.12192,5.113,5.597,5.903,6.072,6.343,6.533,6.825,7.408,8.045,8.412,8.67,9.069,9.339,9.872,10.864
193,-0.0857,7.4198,0.12191,5.121,5.607,5.913,6.082,6.353,6.544,6.836,7.42,8.058,8.425,8.684,9.083,9.353,9.887,10.882
194,-0.0866,7.4314,0.1219,5.13,5.616,5.922,6.092,6.363,6.554,6.847,7.431,8.071,8.438,8.697,9.097,9.368,9.903,10.899
195,-0.0875,7.4429,0.12189,5.138,5.625,5.932,6.101,6.373,6.564,6.857,7.443,8.083,8.451,8.711,9.111,9.382,9.918,10.917
196,-0.0885,7.4543,0.12188,5.146,5.634,5.941,6.111,6.383,6.574,6.868,7.454,8.095,8.464,8.724,9.125,9.397,9.934,10.934
197,-0.0894,7.4657,0.12188,5.155,5.642,5.95,6.12,6.393,6.584,6.879,7.466,8.108,8.477,8.737,9.14,9.411,9.949,10.951
198,-0.0904,7.477,0.12187,5.163,5.651,5.959,6.13,6.403,6.595,6.889,7.477,8.12,8.49,8.751,9.153,9.426,9.965,10.968
199,-0.0913,7.4883,0.12186,5.171,5.66,5.969,6.139,6.413,6.605,6.9,7.488,8.132,8.503,8.764,9.167,9.44,9.98,10.985
200,-0.0922,7.4995,0.12185,5.179,5.669,5.978,6.149,6.422,6.615,6.91,7.5,8.144,8.515,8.777,9.181,9.454,9.995,11.002
201,-0.0931,7.5107,0.12184,5.188,5.678,5.987,6.158,6.432,6.625,6.92,7.511,8.157,8.528,8.79,9.195,9.468,10.01,11.019
202,-0.094,7.5219,0.12184,5.196,5.686,5.996,6.167,6.442,6.635,6.931,7.522,8.169,8.541,8.803,9.209,9.483,10.025,11.036
203,-0.095,7.533,0.12183,5.204,5.695,6.005,6.177,6.451,6.644,6.941,7.533,8.181,8.553,8.816,9.222,9.497,10.04,11.053
204,-0.0959,7.544,0.12182,5.212,5.704,6.014,6.186,6.461,6.654,6.951,7.544,8.193,8.566,8.829,9.236,9.511,10.055,11.069
205,-0.0968,7.5551,0.12182,5.22,5.712,6.023,6.195,6.471,6.664,6.961,7.555,8.205,8.578,8.842,9.249,9.525,10.07,11.086
206,-0.0977,7.566,0.12181,5.228,5.721,6.032,6.204,6.48,6.674,6.972,7.566,8.217,8.591,8.855,9.263,9.539,10.085,11.103
207,-0.0986,7.5769,0.12181,5.236,5.729,6.041,6.213,6.49,6.683,6.982,7.577,8.228,8.603,8.868,9.276,9.553,10.1,11.119
208,-0.0995,7.5878,0.1218,5.244,5.738,6.05,6.222,6.499,6.693,6.992,7.588,8.24,8.616,8.881,9.29,9.567,10.114,11.136
209,-0.1003,7.5986,0.1218,5.251,5.746,6.059,6.231,6.508,6.703,7.002,7.599,8.252,8.628,8.893,9.303,9.58,10.129,11.152
210,-0.1012,7.6094,0.12179,5.259,5.755,6.067,6.241,6.518,6.712,7.012,7.609,8.264,8.64,8.906,9.316,9.594,10.144,11.169
211,-0.1021,7.6202,0.12179,5.267,5.763,6.076,6.249,6.527,6.722,7.022,7.62,8.275,8.653,8.919,9.33,9.608,10.158,11.185
212,-0.103,7.6309,0.12179,5.275,5.772,6.085,6.258,6.536,6.731,7.032,7.631,8.287,8.665,8.931,9.343,9.622,10.173,11.202
213,-0.1039,7.6416,0.12178,5.283,5.78,6.094,6.267,6.546,6.741,7.041,7.642,8.299,8.677,8.944,9.356,9.635,10.188,11.218
214,-0.1047,7.6522,0.12178,5.29,5.788,6.102,6.276,6.555,6.75,7.051,7.652,8.31,8.689,8.956,9.369,9.649,10.202,11.234
215,-0.1056,7.6628,0.12178,5.298,5.796,6.111,6.285,6.564,6.76,7.061,7.663,8.322,8.701,8.969,9.382,9.662,10.217,11.25
216,-0.1065,7.6733,0.12177,5.306,5.805,6.119,6.294,6.573,6.769,7.071,7.673,8.333,8.713,8.981,9.395,9.676,10.231,11.266
217,-0.1073,7.6838,0.12177,5.313,5.813,6.128,6.302,6.582,6.778,7.08,7.684,8.345,8.725,8.993,9.408,9.689,10.245,11.282
218,-0.1082,7.6943,0.12177,5.321,5.821,6.136,6.311,6.591,6.788,7.09,7.694,8.356,8.737,9.006,9.421,9.703,10.259,11.298
219,-0.109,7.7047,0.12177,5.328,5.829,6.145,6.32,6.6,6.797,7.1,7.705,8.367,8.749,9.018,9.434,9.716,10.274,11.314
220,-0.1099,7.7151,0.12177,5.336,5.837,6.153,6.328,6.609,6.806,7.109,7.715,8.379,8.761,9.03,9.447,9.729,10.288,11.33
221,-0.1107,7.7254,0.12177,5.343,5.845,6.162,6.337,6.618,6.815,7.119,7.725,8.39,8.772,9.042,9.46,9.742,10.302,11.346
222,-0.1116,7.7357,0.12177,5.351,5.853,6.17,6.346,6.627,6.825,7.128,7.736,8.401,8.784,9.055,9.473,9.756,10.316,11.362
223,-0.1124,7.746,0.12176,5.358,5.861,6.178,6.354,6.636,6.834,7.138,7.746,8.412,8.796,9.067,9.485,9.769,10.33,11.377
224,-0.1132,7.7562,0.12176,5.366,5.869,6.187,6.363,6.645,6.843,7.147,7.756,8.423,8.807,9.079,9.498,9.782,10.344,11.393
225,-0.1141,7.7664,0.12176,5.373,5.877,6.195,6.371,6.653,6.852,7.157,7.766,8.434,8.819,9.091,9.511,9.795,10.358,11.409
226,-0.1149,7.7766,0.12176,5.38,5.885,6.203,6.38,6.662,6.861,7.166,7.777,8.446,8.831,9.103,9.523,9.808,10.372,11.425
227,-0.1157,7.7867,0.12177,5.387,5.893,6.211,6.388,6.671,6.87,7.175,7.787,8.457,8.842,9.115,9.536,9.821,10.386,11.44
228,-0.1165,7.7968,0.12177,5.395,5.9,6.22,6.396,6.68,6.879,7.185,7.797,8.468,8.854,9.127,9.548,9.834,10.4,11.456
229,-0.1173,7.8068,0.12177,5.402,5.908,6.228,6.405,6.688,6.888,7.194,7.807,8.478,8.865,9.138,9.561,9.847,10.413,11.471
230,-0.1181,7.8169,0.12177,5.409,5.916,6.236,6.413,6.697,6.896,7.203,7.817,8.489,8.877,9.15,9.573,9.86,10.427,11.487
231,-0.119,7.8268,0.12177,5.416,5.924,6.244,6.421,6.706,6.905,7.213,7.827,8.5,8.888,9.162,9.586,9.873,10.441,11.502
232,-0.1198,7.8368,0.12177,5.424,5.931,6.252,6.43,6.714,6.914,7.222,7.837,8.511,8.9,9.174,9.598,9.885,10.454,11.518
233,-0.1206,7.8467,0.12177,5.431,5.939,6.26,6.438,6.723,6.923,7.231,7.847,8.522,8.911,9.186,9.61,9.898,10.468,11.533
234,-0.1214,7.8566,0.12178,5.438,5.947,6.268,6.446,6.731,6.932,7.24,7.857,8.533,8.922,9.197,9.623,9.911,10.482,11.548
235,-0.1222,7.8664,0.12178,5.445,5.954,6.276,6.454,6.74,6.94,7.249,7.866,8.543,8.933,9.209,9.635,9.924,10.495,11.564
236,-0.1229,7.8762,0.12178,5.452,5.962,6.284,6.462,6.748,6.949,7.258,7.876,8.554,8.945,9.22,9.647,9.936,10.509,11.579
237,-0.1237,7.886,0.12178,5.459,5.969,6.292,6.47,6.757,6.958,7.267,7.886,8.565,8.956,9.232,9.659,9.949,10.522,11.594
238,-0.1245,7.8957,0.12179,5.466,5.977,6.299,6.478,6.765,6.966,7.276,7.896,8.575,8.967,9.244,9.672,9.961,10.536,11.609
239,-0.1253,7.9054,0.12179,5.473,5.984,6.307,6.486,6.773,6.975,7.285,7.905,8.586,8.978,9.255,9.684,9.974,10.549,11.624
240,-0.1261,7.9151,0.12179,5.48,5.992,6.315,6.494,6.782,6.983,7.294,7.915,8.596,8.989,9.267,9.696,9.986,10.562,11.639
241,-0.1269,7.9247,0.1218,5.487,5.999,6.323,6.502,6.79,6.992,7.303,7.925,8.607,9,9.278,9.708,9.999,10.576,11.654
242,-0.1276,7.9343,0.1218,5.493,6.007,6.331,6.51,6.798,7,7.312,7.934,8.617,9.011,9.289,9.72,10.011,10.589,11.669
243,-0.1284,7.9439,0.1218,5.5,6.014,6.338,6.518,6.806,7.009,7.321,7.944,8.628,9.022,9.301,9.732,10.023,10.602,11.684
244,-0.1292,7.9534,0.12181,5.507,6.021,6.346,6.526,6.814,7.017,7.329,7.953,8.638,9.033,9.312,9.743,10.036,10.615,11.699
245,-0.1299,7.9629,0.12181,5.514,6.029,6.354,6.534,6.823,7.026,7.338,7.963,8.649,9.044,9.323,9.755,10.048,10.628,11.713
246,-0.1307,7.9724,0.12182,5.521,6.036,6.361,6.542,6.831,7.034,7.347,7.972,8.659,9.055,9.335,9.767,10.06,10.642,11.728
247,-0.1314,7.9819,0.12182,5.528,6.043,6.369,6.55,6.839,7.042,7.356,7.982,8.669,9.066,9.346,9.779,10.073,10.655,11.743
248,-0.1322,7.9913,0.12182,5.534,6.05,6.377,6.557,6.847,7.051,7.364,7.991,8.68,9.076,9.357,9.791,10.085,10.667,11.758
249,-0.1329,8.0007,0.12183,5.541,6.058,6.384,6.565,6.855,7.059,7.373,8.001,8.69,9.087,9.368,9.803,10.097,10.681,11.772
250,-0.1337,8.01,0.12183,5.548,6.065,6.392,6.573,6.863,7.067,7.381,8.01,8.7,9.098,9.379,9.814,10.109,10.693,11.787
251,-0.1344,8.0193,0.12184,5.554,6.072,6.399,6.58,6.871,7.075,7.39,8.019,8.71,9.109,9.39,9.826,10.121,10.706,11.801
252,-0.1352,8.0286,0.12185,5.561,6.079,6.407,6.588,6.879,7.084,7.398,8.029,8.72,9.119,9.401,9.837,10.133,10.719,11.816
253,-0.1359,8.0379,0.12185,5.567,6.086,6.414,6.596,6.887,7.092,7.407,8.038,8.73,9.13,9.412,9.849,10.145,10.732,11.831
254,-0.1367,8.0471,0.12186,5.574,6.093,6.421,6.603,6.895,7.1,7.416,8.047,8.741,9.14,9.423,9.861,10.157,10.745,11.845
255,-0.1374,8.0563,0.12186,5.581,6.1,6.429,6.611,6.903,7.108,7.424,8.056,8.751,9.151,9.434,9.872,10.169,10.758,11.859
256,-0.1381,8.0655,0.12187,5.587,6.107,6.436,6.618,6.911,7.116,7.432,8.066,8.761,9.162,9.445,9.884,10.181,10.77,11.874
257,-0.1388,8.0746,0.12187,5.594,6.114,6.444,6.626,6.919,7.124,7.441,8.075,8.771,9.172,9.456,9.895,10.193,10.783,11.888
258,-0.1396,8.0837,0.12188,5.6,6.121,6.451,6.633,6.926,7.132,7.449,8.084,8.78,9.182,9.467,9.906,10.204,10.796,11.903
259,-0.1403,8.0928,0.12189,5.606,6.128,6.458,6.641,6.934,7.14,7.458,8.093,8.79,9.193,9.477,9.918,10.216,10.808,11.917
260,-0.141,8.1019,0.12189,5.613,6.135,6.465,6.648,6.942,7.148,7.466,8.102,8.8,9.203,9.488,9.929,10.228,10.821,11.931
261,-0.1417,8.1109,0.1219,5.619,6.142,6.473,6.656,6.95,7.156,7.474,8.111,8.81,9.214,9.499,9.941,10.24,10.834,11.945
262,-0.1424,8.1199,0.1219,5.626,6.149,6.48,6.663,6.957,7.164,7.483,8.12,8.82,9.224,9.51,9.952,10.251,10.846,11.959
263,-0.1431,8.1289,0.12191,5.632,6.156,6.487,6.671,6.965,7.172,7.491,8.129,8.83,9.234,9.52,9.963,10.263,10.858,11.973
264,-0.1438,8.1378,0.12192,5.638,6.163,6.494,6.678,6.973,7.18,7.499,8.138,8.84,9.245,9.531,9.974,10.275,10.871,11.988
265,-0.1445,8.1468,0.12192,5.645,6.17,6.502,6.685,6.98,7.188,7.507,8.147,8.849,9.255,9.542,9.985,10.286,10.883,12.001
266,-0.1452,8.1557,0.12193,5.651,6.176,6.509,6.693,6.988,7.196,7.515,8.156,8.859,9.265,9.552,9.997,10.298,10.896,12.016
267,-0.1459,8.1645,0.12194,5.657,6.183,6.516,6.7,6.996,7.203,7.524,8.165,8.869,9.275,9.563,10.008,10.309,10.908,12.03
268,-0.1466,8.1734,0.12194,5.664,6.19,6.523,6.707,7.003,7.211,7.532,8.173,8.878,9.285,9.573,10.019,10.321,10.92,12.043
269,-0.1473,8.1822,0.12195,5.67,6.197,6.53,6.715,7.011,7.219,7.54,8.182,8.888,9.296,9.584,10.03,10.332,10.933,12.057
270,-0.148,8.191,0.12196,5.676,6.203,6.537,6.722,7.018,7.227,7.548,8.191,8.898,9.306,9.594,10.041,10.344,10.945,12.071
271,-0.1487,8.1998,0.12197,5.682,6.21,6.544,6.729,7.026,7.235,7.556,8.2,8.907,9.316,9.605,10.052,10.355,10.957,12.085
272,-0.1494,8.2085,0.12197,5.689,6.217,6.551,6.736,7.033,7.242,7.564,8.209,8.917,9.326,9.615,10.063,10.367,10.969,12.099
273,-0.1501,8.2172,0.12198,5.695,6.224,6.558,6.743,7.041,7.25,7.572,8.217,8.926,9.336,9.626,10.074,10.378,10.982,12.113
274,-0.1507,8.2259,0.12199,5.701,6.23,6.565,6.75,7.048,7.258,7.58,8.226,8.936,9.346,9.636,10.085,10.389,10.994,12.127
275,-0.1514,8.2346,0.12199,5.707,6.237,6.572,6.758,7.056,7.265,7.588,8.235,8.945,9.356,9.646,10.096,10.401,11.006,12.14
276,-0.1521,8.2432,0.122,5.713,6.243,6.579,6.765,7.063,7.273,7.596,8.243,8.955,9.366,9.656,10.107,10.412,11.018,12.154
277,-0.1528,8.2519,0.12201,5.719,6.25,6.586,6.772,7.07,7.28,7.604,8.252,8.964,9.376,9.667,10.118,10.423,11.03,12.168
278,-0.1534,8.2605,0.12202,5.725,6.257,6.593,6.779,7.078,7.288,7.612,8.261,8.974,9.386,9.677,10.128,10.434,11.042,12.181
279,-0.1541,8.269,0.12202,5.732,6.263,6.599,6.786,7.085,7.296,7.62,8.269,8.983,9.395,9.687,10.139,10.445,11.054,12.194
280,-0.1547,8.2776,0.12203,5.738,6.27,6.606,6.793,7.092,7.303,7.628,8.278,8.992,9.405,9.697,10.15,10.457,11.066,12.208
281,-0.1554,8.2861,0.12204,5.744,6.276,6.613,6.8,7.1,7.311,7.635,8.286,9.002,9.415,9.708,10.161,10.468,11.078,12.222
282,-0.1561,8.2946,0.12205,5.75,6.283,6.62,6.807,7.107,7.318,7.643,8.295,9.011,9.425,9.718,10.171,10.479,11.09,12.235
283,-0.1567,8.3031,0.12206,5.756,6.289,6.627,6.814,7.114,7.325,7.651,8.303,9.02,9.435,9.728,10.182,10.49,11.102,12.249
284,-0.1574,8.3116,0.12206,5.762,6.296,6.634,6.821,7.122,7.333,7.659,8.312,9.03,9.445,9.738,10.193,10.501,11.113,12.262
285,-0.158,8.3201,0.12207,5.768,6.302,6.64,6.828,7.129,7.34,7.667,8.32,9.039,9.454,9.748,10.203,10.512,11.125,12.276
286,-0.1587,8.3285,0.12208,5.774,6.308,6.647,6.835,7.136,7.348,7.674,8.329,9.048,9.464,9.758,10.214,10.523,11.137,12.289
287,-0.1593,8.3369,0.12209,5.779,6.315,6.654,6.842,7.143,7.355,7.682,8.337,9.057,9.474,9.768,10.225,10.534,11.149,12.302
288,-0.1599,8.3453,0.12209,5.785,6.321,6.66,6.849,7.15,7.363,7.69,8.345,9.067,9.483,9.778,10.235,10.545,11.16,12.315
289,-0.1606,8.3536,0.1221,5.791,6.328,6.667,6.855,7.157,7.37,7.697,8.354,9.076,9.493,9.788,10.246,10.556,11.172,12.329
290,-0.1612,8.362,0.12211,5.797,6.334,6.674,6.862,7.165,7.377,7.705,8.362,9.085,9.503,9.798,10.256,10.567,11.184,12.342
291,-0.1618,8.3703,0.12212,5.803,6.34,6.68,6.869,7.172,7.385,7.713,8.37,9.094,9.512,9.808,10.267,10.578,11.196,12.355
292,-0.1625,8.3786,0.12213,5.809,6.347,6.687,6.876,7.179,7.392,7.72,8.379,9.103,9.522,9.818,10.277,10.589,11.207,12.369
293,-0.1631,8.3869,0.12213,5.815,6.353,6.694,6.883,7.186,7.399,7.728,8.387,9.112,9.531,9.828,10.287,10.599,11.219,12.381
294,-0.1637,8.3952,0.12214,5.821,6.359,6.7,6.889,7.193,7.407,7.736,8.395,9.121,9.541,9.838,10.298,10.61,11.23,12.395
295,-0.1643,8.4035,0.12215,5.827,6.366,6.707,6.896,7.2,7.414,7.743,8.404,9.13,9.55,9.848,10.308,10.621,11.242,12.408
296,-0.165,8.4117,0.12216,5.832,6.372,6.713,6.903,7.207,7.421,7.751,8.412,9.139,9.56,9.858,10.319,10.632,11.254,12.421
297,-0.1656,8.4199,0.12217,5.838,6.378,6.72,6.91,7.214,7.428,7.758,8.42,9.148,9.569,9.867,10.329,10.643,11.265,12.434
298,-0.1662,8.4281,0.12218,5.844,6.384,6.727,6.916,7.221,7.435,7.766,8.428,9.157,9.579,9.877,10.34,10.653,11.277,12.447
299,-0.1668,8.4363,0.12218,5.85,6.391,6.733,6.923,7.228,7.443,7.773,8.436,9.166,9.588,9.887,10.35,10.664,11.288,12.46
300,-0.1674,8.4445,0.12219,5.855,6.397,6.74,6.93,7.235,7.45,7.781,8.445,9.175,9.598,9.897,10.36,10.675,11.299,12.473
301,-0.168,8.4526,0.1222,5.861,6.403,6.746,6.936,7.242,7.457,7.788,8.453,9.184,9.607,9.906,10.37,10.685,11.311,12.486
302,-0.1686,8.4607,0.12221,5.867,6.409,6.753,6.943,7.249,7.464,7.796,8.461,9.193,9.616,9.916,10.381,10.696,11.322,12.499
303,-0.1692,8.4688,0.12222,5.872,6.415,6.759,6.95,7.256,7.471,7.803,8.469,9.202,9.626,9.926,10.391,10.706,11.334,12.512
304,-0.1698,8.4769,0.12222,5.878,6.422,6.766,6.956,7.263,7.478,7.811,8.477,9.211,9.635,9.935,10.401,10.717,11.345,12.525
305,-0.1704,8.485,0.12223,5.884,6.428,6.772,6.963,7.27,7.485,7.818,8.485,9.22,9.644,9.945,10.411,10.728,11.356,12.537
306,-0.171,8.4931,0.12224,5.89,6.434,6.778,6.97,7.277,7.493,7.825,8.493,9.228,9.654,9.955,10.421,10.738,11.368,12.55
307,-0.1716,8.5011,0.12225,5.895,6.44,6.785,6.976,7.283,7.5,7.833,8.501,9.237,9.663,9.964,10.432,10.749,11.379,12.563
308,-0.1722,8.5092,0.12226,5.901,6.446,6.791,6.983,7.29,7.507,7.84,8.509,9.246,9.672,9.974,10.442,10.759,11.39,12.576
309,-0.1728,8.5172,0.12227,5.907,6.452,6.798,6.989,7.297,7.514,7.848,8.517,9.255,9.682,9.984,10.452,10.77,11.402,12.589
310,-0.1734,8.5252,0.12227,5.912,6.458,6.804,6.996,7.304,7.521,7.855,8.525,9.264,9.691,9.993,10.462,10.78,11.413,12.601
311,-0.174,8.5332,0.12228,5.918,6.464,6.81,7.003,7.311,7.528,7.862,8.533,9.272,9.7,10.003,10.472,10.791,11.424,12.614
312,-0.1745,8.5411,0.12229,5.923,6.47,6.817,7.009,7.318,7.535,7.869,8.541,9.281,9.709,10.012,10.482,10.801,11.435,12.627
313,-0.1751,8.5491,0.1223,5.929,6.476,6.823,7.016,7.324,7.542,7.877,8.549,9.29,9.718,10.022,10.492,10.811,11.446,12.64
314,-0.1757,8.557,0.12231,5.935,6.482,6.829,7.022,7.331,7.549,7.884,8.557,9.298,9.727,10.031,10.502,10.822,11.457,12.652
315,-0.1763,8.565,0.12231,5.94,6.489,6.836,7.029,7.338,7.556,7.891,8.565,9.307,9.737,10.041,10.512,10.832,11.469,12.665
316,-0.1768,8.5729,0.12232,5.946,6.495,6.842,7.035,7.345,7.563,7.899,8.573,9.316,9.746,10.05,10.522,10.843,11.48,12.677
317,-0.1774,8.5808,0.12233,5.951,6.501,6.848,7.041,7.351,7.57,7.906,8.581,9.325,9.755,10.06,10.532,10.853,11.491,12.69
318,-0.178,8.5887,0.12234,5.957,6.507,6.855,7.048,7.358,7.577,7.913,8.589,9.333,9.764,10.069,10.542,10.863,11.502,12.703
319,-0.1785,8.5965,0.12235,5.962,6.512,6.861,7.054,7.365,7.583,7.92,8.597,9.342,9.773,10.078,10.552,10.874,11.513,12.715
320,-0.1791,8.6044,0.12235,5.968,6.519,6.867,7.061,7.372,7.59,7.928,8.604,9.35,9.782,10.088,10.562,10.884,11.524,12.728
321,-0.1797,8.6122,0.12236,5.974,6.525,6.874,7.067,7.378,7.597,7.935,8.612,9.359,9.791,10.097,10.572,10.894,11.535,12.74
322,-0.1802,8.6201,0.12237,5.979,6.53,6.88,7.074,7.385,7.604,7.942,8.62,9.368,9.8,10.106,10.582,10.904,11.546,12.753
323,-0.1808,8.6279,0.12238,5.985,6.536,6.886,7.08,7.392,7.611,7.949,8.628,9.376,9.809,10.116,10.592,10.915,11.557,12.765
324,-0.1813,8.6357,0.12239,5.99,6.542,6.892,7.086,7.398,7.618,7.956,8.636,9.385,9.818,10.125,10.601,10.925,11.568,12.778
325,-0.1819,8.6435,0.12239,5.996,6.548,6.899,7.093,7.405,7.625,7.964,8.644,9.393,9.827,10.134,10.611,10.935,11.579,12.79
326,-0.1824,8.6512,0.1224,6.001,6.554,6.905,7.099,7.412,7.631,7.971,8.651,9.402,9.836,10.144,10.621,10.945,11.59,12.802
327,-0.183,8.659,0.12241,6.007,6.56,6.911,7.106,7.418,7.638,7.978,8.659,9.41,9.845,10.153,10.631,10.955,11.601,12.815
328,-0.1835,8.6667,0.12242,6.012,6.566,6.917,7.112,7.425,7.645,7.985,8.667,9.419,9.854,10.162,10.64,10.965,11.611,12.827
329,-0.1841,8.6745,0.12243,6.017,6.572,6.923,7.118,7.431,7.652,7.992,8.675,9.427,9.863,10.172,10.65,10.976,11.622,12.84
330,-0.1846,8.6822,0.12243,6.023,6.578,6.929,7.125,7.438,7.659,7.999,8.682,9.436,9.872,10.181,10.66,10.986,11.633,12.852
331,-0.1851,8.6899,0.12244,6.028,6.584,6.935,7.131,7.445,7.665,8.006,8.69,9.444,9.881,10.19,10.67,10.996,11.644,12.864
332,-0.1857,8.6976,0.12245,6.034,6.589,6.942,7.137,7.451,7.672,8.013,8.698,9.452,9.89,10.199,10.679,11.006,11.655,12.876
333,-0.1862,8.7053,0.12246,6.039,6.595,6.948,7.143,7.458,7.679,8.02,8.705,9.461,9.898,10.208,10.689,11.016,11.666,12.889
334,-0.1867,8.713,0.12246,6.045,6.601,6.954,7.15,7.464,7.686,8.027,8.713,9.469,9.907,10.217,10.699,11.026,11.676,12.901
335,-0.1873,8.7207,0.12247,6.05,6.607,6.96,7.156,7.471,7.693,8.034,8.721,9.478,9.916,10.227,10.709,11.036,11.687,12.913
336,-0.1878,8.7283,0.12248,6.055,6.613,6.966,7.162,7.477,7.699,8.041,8.728,9.486,9.925,10.236,10.718,11.046,11.698,12.925
337,-0.1883,8.736,0.12249,6.061,6.619,6.972,7.169,7.484,7.706,8.048,8.736,9.495,9.934,10.245,10.728,11.056,11.709,12.938
338,-0.1889,8.7436,0.12249,6.066,6.624,6.978,7.175,7.49,7.713,8.055,8.744,9.503,9.943,10.254,10.737,11.066,11.719,12.95
339,-0.1894,8.7512,0.1225,6.071,6.63,6.984,7.181,7.497,7.719,8.062,8.751,9.511,9.951,10.263,10.747,11.076,11.73,12.962
340,-0.1899,8.7588,0.12251,6.077,6.636,6.99,7.187,7.503,7.726,8.069,8.759,9.52,9.96,10.272,10.757,11.086,11.741,12.974
341,-0.1904,8.7664,0.12252,6.082,6.642,6.996,7.193,7.51,7.733,8.076,8.766,9.528,9.969,10.281,10.766,11.096,11.751,12.986
342,-0.1909,8.774,0.12252,6.087,6.648,7.003,7.2,7.516,7.739,8.083,8.774,9.536,9.978,10.29,10.776,11.106,11.762,12.998
343,-0.1914,8.7816,0.12253,6.093,6.653,7.009,7.206,7.523,7.746,8.09,8.782,9.544,9.986,10.299,10.785,11.116,11.773,13.01
344,-0.192,8.7892,0.12254,6.098,6.659,7.015,7.212,7.529,7.753,8.097,8.789,9.553,9.995,10.309,10.795,11.126,11.783,13.022
345,-0.1925,8.7968,0.12254,6.104,6.665,7.021,7.218,7.536,7.759,8.104,8.797,9.561,10.004,10.318,10.805,11.135,11.794,13.034
346,-0.193,8.8043,0.12255,6.109,6.671,7.027,7.225,7.542,7.766,8.111,8.804,9.569,10.013,10.327,10.814,11.145,11.804,13.046
347,-0.1935,8.8119,0.12256,6.114,6.676,7.033,7.231,7.549,7.773,8.118,8.812,9.578,10.021,10.336,10.824,11.155,11.815,13.058
348,-0.194,8.8194,0.12256,6.12,6.682,7.039,7.237,7.555,7.779,8.125,8.819,9.586,10.03,10.345,10.833,11.165,11.826,13.07
349,-0.1945,8.8269,0.12257,6.125,6.688,7.045,7.243,7.562,7.786,8.132,8.827,9.594,10.039,10.354,10.842,11.175,11.836,13.082
350,-0.195,8.8344,0.12258,6.13,6.693,7.051,7.249,7.568,7.792,8.139,8.834,9.602,10.047,10.363,10.852,11.185,11.847,13.094
351,-0.1955,8.842,0.12259,6.135,6.699,7.057,7.255,7.574,7.799,8.146,8.842,9.611,10.056,10.372,10.862,11.195,11.857,13.106
352,-0.196,8.8495,0.12259,6.141,6.705,7.063,7.262,7.581,7.806,8.153,8.85,9.619,10.065,10.381,10.871,11.204,11.868,13.118
353,-0.1965,8.8569,0.1226,6.146,6.711,7.069,7.268,7.587,7.812,8.159,8.857,9.627,10.073,10.389,10.88,11.214,11.878,13.13
354,-0.197,8.8644,0.12261,6.151,6.716,7.075,7.274,7.594,7.819,8.166,8.864,9.635,10.082,10.398,10.89,11.224,11.889,13.142
355,-0.1974,8.8719,0.12261,6.156,6.722,7.081,7.28,7.6,7.825,8.173,8.872,9.643,10.09,10.407,10.899,11.234,11.899,13.154
356,-0.1979,8.8794,0.12262,6.162,6.728,7.087,7.286,7.606,7.832,8.18,8.879,9.652,10.099,10.416,10.909,11.243,11.91,13.166
357,-0.1984,8.8868,0.12262,6.167,6.733,7.093,7.292,7.613,7.839,8.187,8.887,9.66,10.108,10.425,10.918,11.253,11.92,13.177
358,-0.1989,8.8943,0.12263,6.172,6.739,7.099,7.298,7.619,7.845,8.194,8.894,9.668,10.116,10.434,10.927,11.263,11.931,13.189
